Company_name,Description
Indeed,Internet 
Alacrity Ecommerce Solutions Private Limited,IT Services & Consulting 
Growisto,Marketing & Advertising 
Crystal Ceramic Industries,Building Material 
White Globe,Content Development 
Klm Axiva Finvest,Financial Services 
Jones Lang Lasalle Property and Asset  management.,Real Estate 
Delhi Public School Ghaziabad Society,Education & Training 
CLIRNet,Internet 
Ess Kay Fabrication,Engineering & Construction 
IVY SOFTWARE DEVELOPMENT SERVICES,Software Product 
Optimus Pharma,Pharma 
Anand Engineering Products,Engineering & Construction 
WIL Car Wheels,501-1k Employees 
Ktl,Fashion & Textile 
Indian Institute of Management,Education & Training 
Migsun Group,Real Estate 
BACS HITECH ENGINEERING,Engineering & Construction 
Topre India,Auto Components 
Sri Sai Power and Equipments,Industrial Machinery 
Maxbhi.Com,New Delhi +8 more
Bernhard Schulte Shipmanagement,Ports & Shipping 
Customer Analytics,IT Services & Consulting 
ARCOP Associates,Architecture & Interior Design 
Delta Power Solutions,Electronics Manufacturing 
Secure Parking Solutions,Urban Transport 
Aggreko,Power 
Andhra Pradesh State Road Transport Corporation,Urban Transport 
ArisGlobal,IT Services & Consulting 
Schenck Process India,Industrial Machinery 
HR+,Recruitment 
ECIL RAPISCAN,Electronics Manufacturing 
Cornerstone OnDemand,Software Product 
SP Software,IT Services & Consulting 
The Energy and Resources Institute,Analytics & KPO 
Anvil Cables,Semiconductors 
Involute Technologies,Auto Components 
Savvysoft Technologies,Recruitment 
SHREE AMBA INDUSTRIES,Auto Components 
Kothari Medical Centre,Healthcare 
Cozmo Travel,Travel & Tourism 
Lanco Amarkantak Power,Power 
Bgs Global Hospital,Healthcare 
Crystal Ceramic Industries,Building Material 
Indian Institute of Management,Education & Training 
Savvysoft Technologies,Recruitment 
Jai Beverages,Beverage 
Jaipur Vidyut Vitran Nigam,Government 
Lanco Amarkantak Power,Power 
SHREE AMBA INDUSTRIES,Auto Components 
TUV Rheinland Group,Law Enforcement & Security 
CLIRNet,Internet 
Klm Axiva Finvest,Financial Services 
Jones Lang Lasalle Property and Asset  management.,Real Estate 
WIL Car Wheels,501-1k Employees 
Ess Kay Fabrication,Engineering & Construction 
Ruparel Realty,Real Estate 
Walstar Technologies,IT Services & Consulting 
Ktl,Fashion & Textile 
BACS HITECH ENGINEERING,Engineering & Construction 
Delhi Public School Ghaziabad Society,Education & Training 
Seco Komos Automotive,Auto Components 
Deduce Technologies,201-500 Employees 
Bird Group,Aviation 
Cp Aquaculture,Agriculture 
TUV Rheinland Group,Law Enforcement & Security 
Jai Beverages,Beverage 
Jaipur Vidyut Vitran Nigam,Government 
Calibrated Healthcare Systems,Healthcare 
Utkarsh CoreInvest,Financial Services 
Achievers Spot,Education & Training 
The Hackett Group,Management Consulting 
Unique Enterprises,Internet 
IMS Learning Resources,Education & Training 
Vishvaraj Environment,Waste Management 
Inmakes Infotech,51-200 Employees 
alliantgroup,501-1k Employees 
BuyMore,Bangalore / Bengaluru +3 more
Government of Uttar Pradesh,Government 
Vinsum Axpress,Logistics 
SmartWorld Developers,Real Estate 
Adbuffs,Internet 
Deduce Technologies,201-500 Employees 
KW Group,Non-Profit 
Druva,Software Product 
Spectro Analytical Labs,Clinical Research 
N K Buildcon,Waste Management 
Aggne Global IT Services,IT Services & Consulting 
Relevantz Technology Services,IT Services & Consulting 
Birdeye,Marketing & Advertising 
Information Evolution,IT Services & Consulting 
Antal International,Recruitment 
Seneca Global IT Services,IT Services & Consulting 
ImpactQA,IT Services & Consulting 
AMW Motors,Automobile 
Viswaat Chemicals,Chemicals 
Crystal Travel,Travel & Tourism 
Experion Developers,Real Estate 
TeraSoftware,IT Services & Consulting 
Pan Seeds,Agriculture 
Windcare India,Financial Services 
JPAL,Analytics & KPO 
Satec Envir Engineering (I),Engineering & Construction 
Rivoli Group,Retail 
Surat Goods Transport,Logistics 
Haldex India,Auto Components 
Pena4 Tech Solutions,IT Services & Consulting 
Jayabheri Automotives,Engineering & Construction 
General Motors Technical Centre India,Engineering & Construction 
An Pharmaceuticals,Pharma 
Mani Group,Real Estate 
NeST Information Technologies,IT Services & Consulting 
Tynor Orthotics,Fitness & Wellness 
Majestique Landmarks,Engineering & Construction 
Agrawal Metal Works,Metals & Mining 
4I Apps Solutions,IT Services & Consulting 
Assam down town University,Education & Training 
Saveetha University,Education & Training 
The Oman Construction Co. LLC (TOCO),Oil & Gas 
Maiyas Beverages Foods,FMCG 
Bharat Cooperative Bank,Financial Services 
Jaya Shree Textiles,Fashion & Textile 
Patni Computer Systems,Consumer Electronics & Appliances 
Prabhudas Lilladher,Financial Services 
Carestream Health,Healthcare 
Fluidline Engineers And Fabricators,Industrial Machinery 
Gopaldas Visram Pvt.ltd,Pharma 
Unitech Power Transmission,Power 
Satec Envir Engineering (I),Engineering & Construction 
Xpitax Solutions,Accounting & Auditing 
Admiral Solutions,IT Services & Consulting 
Suhail Bahwan Group,Management Consulting 
Amol Pharmaceuticals,Pharma 
Crystal Travel,Travel & Tourism 
Spear Logistics,Logistics 
Pan Seeds,Agriculture 
Rivoli Group,Retail 
Experion Developers,Real Estate 
JPAL,Analytics & KPO 
Viswaat Chemicals,Chemicals 
Patni Computer Systems,Consumer Electronics & Appliances 
TeraSoftware,IT Services & Consulting 
Vowelweb,IT Services & Consulting 
Juspay Technologies,FinTech 
Tynor Orthotics,Fitness & Wellness 
4I Apps Solutions,IT Services & Consulting 
Sac Engine Components,Auto Components 
Mahindra Powerol,Industrial Machinery 
Zicom Electronic Security Systems,Consumer Electronics & Appliances 
Weather Risk Management Services,Agriculture 
V S International,Pharma 
SA Technologies,IT Services & Consulting 
Verinite Technologies,FinTech 
MODI HYUNDAI,Automobile 
TekisHub Consulting Services,IT Services & Consulting 
Gsp Power Projects,Electronics Manufacturing 
TNPL,Pulp & Paper 
Delhi Transport Corporation,Government 
Jocata Financial Advisory and Technology,Financial Services 
GRP,Auto Components 
Hyoseong Electric,Auto Components 
S K Patodia & Associates,Accounting & Auditing 
Assam down town University,Education & Training 
Realistic Realtors,Real Estate 
Contata Solutions,IT Services & Consulting 
Infodart Technologies,IT Services & Consulting 
Ozonegroup,Real Estate 
Dhanush InfoTech,IT Services & Consulting 
Mahindra Powerol,Industrial Machinery 
Dexters Logistics,Logistics 
Dipty Lal Judge Mal,Retail 
Vegazva Engineering,IT Services & Consulting 
Zicom Electronic Security Systems,Consumer Electronics & Appliances 
Marwadi University,Education & Training 
Spark Engineering,Automobile 
Fluidline Engineers And Fabricators,Industrial Machinery 
Vital Laboratories,Pharma 
Bharuch Enviro Infrastructure,Real Estate 
Bambino Pasta Food Industries,Food Processing 
Lifcare Pharmacy,Pharma 
Health Prime International,Analytics & KPO 
Damati Plastics,Petrochemicals 
GRP,Auto Components 
Hyoseong Electric,Auto Components 
Heureux Software Solutions,IT Services & Consulting 
MODI HYUNDAI,Automobile 
Aaa Capital Services,Financial Services 
South India Krishna Oil & Fat,Oil & Gas 
Suhail Bahwan Group,Management Consulting 
Gopaldas Visram Pvt.ltd,Pharma 
Unitech Power Transmission,Power 
Weather Risk Management Services,Agriculture 
Sac Engine Components,Auto Components 
Gsp Power Projects,Electronics Manufacturing 
TNPL,Pulp & Paper 
Delhi Transport Corporation,Government 
Nium,Mumbai +8 more
Infosearch BPO Services,BPO 
DentalKart,Internet 
Swarovski India,Jewellery 
Valethi Technologies,Analytics & KPO 
Vialto Partners,5k-10k Employees 
Bluefield Technologies,IT Services & Consulting 
SAVE Solutions,Financial Services 
Arki Techno Consultants,Engineering & Construction 
Vialto Partners,5k-10k Employees 
DentalKart,Internet 
Valethi Technologies,Analytics & KPO 
Swarovski India,Jewellery 
DNV,Management Consulting 
SSM InfoTech Solutions,IT Services & Consulting 
Brennan IT,IT Services & Consulting 
Flender,Industrial Machinery 
Gesco Healthcare,Medical Equipment 
GXO,501-1k Employees 
MSR IT Solution,IT Services & Consulting 
HLE Engineers,Industrial Machinery 
Sanjay Gandhi Postgraduate Institute of Medical Sciences,201-500 Employees 
Teamglobal Logistics,Logistics 
Frog CellSat,Design 
Grecian Super Specialty Hospital,Healthcare 
Imperial Electric Company,Engineering & Construction 
Lodha & Company,Management Consulting 
Ssnr Projects.pvt.ltd,Engineering & Construction 
ADS Spirits,201-500 Employees 
Veremax Technologie Services,IT Services & Consulting 
Velammal Medical College Hospital & Research Institute,Healthcare 
Cogeme Precision Parts,Industrial Machinery 
Escorts Railway Equipment Division,Industrial Machinery 
Mediaocean,Software Product 
Lexmark International,IT Services & Consulting 
Techved Consulting,IT Services & Consulting 
Tarachandra Engineering,Engineering & Construction 
Rajhans (Desai-Jain) Group,Real Estate 
Concept Pharmaceuticals,Pharma 
Vikram Hospital,Healthcare 
LGB Forge,Industrial Machinery 
Kich Architectural Products,Architecture & Interior Design 
Sitics Logistic Solutions,Financial Services 
Mahatma Gandhi Medical College & Hospital,Education & Training 
E Solutions It Services,Recruitment 
Central Warehousing Corporation,Government 
Rucha Group Of Industries,Industrial Machinery 
Central Warehousing Corporation,Government 
Healthcare Industry,Hyderabad / Secunderabad +34 more
Piano Presitel,Auto Components 
E Solutions It Services,Recruitment 
JK Trust Gram Vikas Yojana,Non-Profit 
Maharishi Ayurveda Products,Pharma 
Abaris Healthcare,Pharma 
Rajhans (Desai-Jain) Group,Real Estate 
Kich Architectural Products,Architecture & Interior Design 
Sri Sri Ravishankar Vidya Mandir,EdTech 
Neural IT,Financial Services 
Power2sme,Industrial Automation 
GETIT Infoservices,Internet 
DreamOrbit,IT Services & Consulting 
KRIBHCO Fertilizers Limited,Agro Chemicals 
GreenPoint Global,IT Services & Consulting 
ASC Infratech,51-200 Employees 
Hi Tech Projects,Engineering & Construction 
Ptc Industries,Iron & Steel 
Kips Learning Private Limited,Printing & Publishing 
Winsome Textile Industries,Fashion & Textile 
Gia India Laboratory,Jewellery 
Swan Solutions & Services,IT Services & Consulting 
Lotus Surgicals,Medical Equipment 
CREW(P)LTD,Industrial Machinery 
Cambridge International School,Education & Training 
Arteria Technologies,Software Product 
ROCKWOOL,Building Material 
Axis Mutual Fund,Financial Services 
Power2sme,Industrial Automation 
NSHM Knowledge Campus,Education & Training 
GETIT Infoservices,Internet 
Mahesh Tutorials,Education & Training 
ASC Infratech,51-200 Employees 
Hi Tech Projects,Engineering & Construction 
RDM India,Aviation 
KSB Tech,Industrial Machinery 
Sutures India,Medical Equipment 
BASE Educational Services,Education & Training 
Infotel,IT Services & Consulting 
Lincoln Electric,Electrical Equipment 
Presto Stantest,Industrial Machinery 
Edufic Digital,EdTech 
Miric Biotech,Healthcare 
Rashi Peripherals,IT Services & Consulting 
Textronics Design Systems,IT Services & Consulting 
DreamOrbit,IT Services & Consulting 
KRIBHCO Fertilizers Limited,Agro Chemicals 
GreenPoint Global,IT Services & Consulting 
Neural IT,Financial Services 
Healthcare Industry,Hyderabad / Secunderabad +34 more
Signet Industries,501-1k Employees 
JK Trust Gram Vikas Yojana,Non-Profit 
Pragmasys Consulting LLP,IT Services & Consulting 
Bafna Motors,Automobile 
Oriental Rubber Industries,Petrochemicals 
Rakesh Masala,Food Processing 
KGL,501-1k Employees 
Ecocat India,Auto Components 
Gajra Gears,Automobile 
R.K. Group,Real Estate 
Kips Learning Private Limited,Printing & Publishing 
Maharishi Ayurveda Products,Pharma 
Piano Presitel,Auto Components 
Times Network,Broadcasting 
Spectra Technovision India,Electronics Manufacturing 
Skypack,Packaging 
Abaris Healthcare,Pharma 
Sri Sri Ravishankar Vidya Mandir,EdTech 
Ptc Industries,Iron & Steel 
24seven,Retail 
Sahyadri Farms,Internet 
Tecno Mobile,Consumer Electronics & Appliances 
Asclepius Wellness,Fitness & Wellness 
AstraGen,EdTech 
Universal Precision Screws,Industrial Machinery 
CNK & Associates,Accounting & Auditing 
Tvs Training And Services,Education & Training 
Blue Rose Publishers,Printing & Publishing 
Infotree Global Solutions,New Delhi +5 more
Eqic Dies & Moulds Engineers,Industrial Machinery 
Shivaami Cloud Services,IT Services & Consulting 
KSB Tech,Industrial Machinery 
Automotive Industry,501-1k Employees (Global) 
Woosu Automotive India,Auto Components 
Biltech Building Elements,Building Material 
Arya Iron & Steel Co.,Iron & Steel 
Winsome Textile Industries,Fashion & Textile 
Gia India Laboratory,Jewellery 
Swan Solutions & Services,IT Services & Consulting 
Oriental Rubber Industries,Petrochemicals 
Fortune Business Insights,51-200 Employees 
AVYAIT,51-200 Employees 
IBM Consulting,10k-50k Employees 
Eviden,Pune +8 more
Ayushman Hospital & Health Services,Healthcare 
SolarSquare Energy,51-200 Employees 
SAT n paper,Noida +2 more
Sparkout Tech Solutions,IT Services & Consulting 
Yocket,Education & Training 
Simple Energy,Automobile 
Hitachi Astemo Brake Systems India Jalgaon Plant,Jalgaon +9 more
Financepeer,Financial Services 
LA Technologies,IT Services & Consulting 
Acsion Engineering,51-200 Employees (Global) 
Smiths Detection,Defence & Aerospace 
Coupa Software Inc,IT Services & Consulting 
RDP Workstations,Consumer Electronics & Appliances 
Bijak,Internet 
Johari Digital Healthcare,Healthcare 
Skilrock Technologies,IT Services & Consulting 
Avantel,Hardware & Networking 
Aruba Networks,Hardware & Networking 
IMImobile,IT Services & Consulting 
Aquapharm Chemicals,Chemicals 
ekincare,Healthcare 
Wadhokar,Auto Components 
Formel D,Auto Components 
St Stephens Hospital,Healthcare 
Koso India,Industrial Automation 
Phoenix Mecano,Industrial Machinery 
S.H. Kelkar & Co.,Chemicals 
Kohinoor Group,Real Estate 
Lonsen Kiri Chemical Industries,Chemicals 
Redco International Wll,Engineering & Construction 
Cades Studec Technologies,IT Services & Consulting 
IMMCO,201-500 Employees 
Seshasayee Paper & Boards,Pulp & Paper 
SunSource Energy,Power 
Access Infotech,IT Services & Consulting 
Rain Industries,Chemicals / Agri Inputs 
PFSweb,Logistics 
Merlin Group,Real Estate 
Al Ansari Trading Enterprise LLC,Engineering & Construction 
Employees State Insurance Corporation,Insurance 
Ethos HR Management & Projects,Recruitment 
Konkan Railway Corporation,Railways 
Maya Digital Studios,Animation & VFX 
GMC Nagpur,Education & Training 
BRG Group,Metals & Mining 
Al Ansari Trading Enterprise LLC,Engineering & Construction 
Employees State Insurance Corporation,Insurance 
Popular Hyundai,Retail 
Polytechnic College,Education & Training 
Appsquadz Software,IT Services & Consulting 
Avadh Utopia,Hospitality 
Brightsun Travel,Travel & Tourism 
Pune Institute of Business Management,Education & Training 
Formel D,Auto Components 
St Stephens Hospital,Healthcare 
Koso India,Industrial Automation 
Blue Consulting,Accounting & Auditing 
The Residency Group of Hotels,Hospitality 
Kewaunee Labway,Furniture & Furnishing 
Symbiosis International University,Education & Training 
YLG Salon & Spa,Beauty & Personal Care 
Magnum Mi Steel,Iron & Steel 
IMMCO,201-500 Employees 
Seshasayee Paper & Boards,Pulp & Paper 
SunSource Energy,Power 
Kapture CRM,Software Product 
Dr. Rela Institute & Medical Centre,Healthcare 
Blackboard Education and Reseach Foundation,Education & Training 
Cynoteck Technology Solutions,IT Services & Consulting 
Jeena Sikho Lifecare,Pharma 
EzappSolution,IT Services & Consulting 
Continuum Global Solutions,BPO 
PEARCE SERVICES,201-500 Employees 
Cambata Aviation,Aviation 
Pokarna,Building Material 
Click Labs,IT Services & Consulting 
White Crow Research,Recruitment 
Arshiya International,Logistics 
Zenith Software,IT Services & Consulting 
United Biscuits,Food Processing 
IT Convergence,IT Services & Consulting 
The Residency Group of Hotels,Hospitality 
